,datetime,notification_type,notification_title,email_body,outage
51,2018-06-28 08:00:00,Utility,Power Outage - Howard Beach (QN),"Notification issued 06-28-2018 at 8:55 AM. Con Edison is responding to a power outage in the Howard Beach section of Queens, including ZIP codes 11414 and 11417. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
52,2018-06-23 06:00:00,Utility,Power Outage - Westchester Square (BX),"Notification issued 06-23-2018 at 6:50 AM. Con Edison is responding to a power outage in the Westchester Square section of The Bronx, including ZIP code 10461. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
53,2018-06-23 02:00:00,Utility,Con Edison Power Outage - Gravesend Section (BK),"Notification issued 06-23-2018 at 2:20 AM. Con Edison is responding to a power outage in the Gravesend section of Brooklyn, including ZIP code(s) 11223. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
54,2018-06-18 23:00:00,Utility,Con Edison Power Outage - Queens Village (QN),"Notification issued 06-18-2018 at 22:52:51. Con Edison is responding to a power outage in the Queens Village section of Queens, including ZIP code(s) 11428. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
55,2018-06-18 22:00:00,Utility,Con Edison Power Outage - Gerritsen Beach (BK),"Notification issued 06-18-2018 at XX:XX XX. Con Edison is responding to a power outage in the Gerritsen Beach section of Brooklyn, including ZIP code(s) 11229 and 11235. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
56,2018-06-18 17:00:00,Utility,ConEd Power Outage - Fox Hills Section (SI),"Notification issued 06-18-2018 at 5:24 PM. Con Edison is responding to a power outage in the Fox Hills section of Staten Island, including ZIP code 10304. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
57,2018-06-18 10:00:00,Utility,Power Outage - Maspeth Section (QN),"Notification issued 06-18-2018 at 10:20 AM. Con Edison is responding to a power outage in the Maspeth section of Queens, including ZIP codes 11373 & 11379. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
58,2018-06-13 05:00:00,Utility,Power Outage - Gerritsen Beach (BK),"Notification issued 6/13/2018 at 5:20 AM. Con Edison is responding to a power outage in the Gerritsen Beach section of Brooklyn, including ZIP code(s) 11229 and 11235. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.
If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
59,2018-06-11 13:00:00,Utility,Power Outage - Sheepshead Bay Section (BK),"Notification issued 06-11-2018 at 1:47 PM. Con Edison is responding to a power outage in the Sheepshead Bay section of Brooklyn, including ZIP code(s) 11235,11234,11229. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.
If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
60,2018-05-27 11:00:00,Utility,Power Outage - Wakefield Scetion (BX),"Notification issued 05-27-2018 at 11:01 AM. Con Edison is responding to a power outage in the Wakefield section of The Bronx, including ZIP code(s) 10466. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.
If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
61,2018-05-25 18:00:00,Utility,Con Edison Power Outage (QN),"Notification issued 05-25-2018 at 6:37 pm. Con Edison is responding to a power outage in the Middle Village section of Queens, including ZIP code(s) 11379. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
62,2018-05-20 14:00:00,Utility,Power Outage - Wakefield Section (BX),"Notification issued 05-20-2018 at 2:50 PM. Con Edison is responding to a power outage in the Wakefield section of The Bronx, including ZIP code(s) 10466, 10470, 10468. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.
If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.


If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
